id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
3523,493.078.526-00,Rhavi Guerra,Sacoleira,1998-10-06,Solteiro(a),0,Trevo da Costa,São Lucas,Monteiro de Goiás,PI,91639340,25
3524,829.016.534-05,Cecilia Silva,Engenheiro de transportes,1976-01-29,Divorsiado(a),0,Via Aparecida,Confisco,Campos da Mata,RO,46652912,48
3525,904.172.586-58,Zoe Vasconcelos,Despachante,1965-01-28,Divorsiado(a),0,Distrito Yago Rios,Alpes,Casa Grande,DF,67253-126,59
3526,694.723.508-10,Natália Araújo,Oftalmologista,1969-05-18,Divorsiado(a),0,Praia Mendes,Cdi Jatoba,Lima,SP,94811-084,55
3527,920.361.875-95,Ana Sophia Gomes,Turismólogo,1974-02-23,Divorsiado(a),0,Vereda Felipe Moreira,Alípio De Melo,Cunha,BA,46538-852,50
3528,470.281.953-41,Gabrielly Pinto,Corregedor de justiça,1981-03-12,Casado(a),0,Estrada Gomes,Santo André,Mendes de Goiás,PE,13129-297,43
3529,431.986.570-75,Gustavo Henrique Fonseca,Passador,1966-07-02,Solteiro(a),0,Avenida Raquel Fonseca,Leticia,Silveira da Praia,RJ,04109829,57
3530,738.490.126-03,Diego Moura,Profissional de rádio e tv,1996-02-06,Solteiro(a),0,Vila de Ferreira,Vila Coqueiral,Azevedo,SC,05146-123,28
3531,016.392.854-15,Kevin Leão,Fisiculturista,1981-03-21,Divorsiado(a),1,Ladeira Moreira,São Jorge 3ª Seção,Souza de da Rocha,GO,36311277,43
3532,349.762.105-61,Vitor Cavalcanti,Mensageiro,1989-05-10,Casado(a),0,Passarela Theo Monteiro,Boa União 1ª Seção,Fogaça,CE,02418785,35
3533,746.018.925-11,Luiz Felipe Melo,Fotógrafo,1976-08-29,Solteiro(a),0,Passarela Ana Lívia Câmara,Vila Real 1ª Seção,Marques dos Dourados,RN,71793225,47
3534,564.978.120-67,Vitor Gabriel da Rosa,Catador de carangueijos,1994-01-26,Solteiro(a),0,Vereda Cavalcanti,Vila Vista Alegre,Almeida,DF,69595-360,30
3535,176.059.483-01,Stephany Fonseca,Governanta,1997-04-28,Solteiro(a),1,Aeroporto Helena Rodrigues,Jardim Do Vale,Cassiano da Prata,MA,50008389,27
3536,015.893.264-15,Bárbara Duarte,Ombudsman,1961-09-29,Divorsiado(a),0,Feira de Mendes,Universo,Araújo,RN,87639-746,62
3537,983.407.625-83,Thiago Gomes,Técnico em arquivo,2003-04-16,Casado(a),0,Via Gonçalves,Santa Tereza,Freitas,SC,06479-949,21
3538,964.725.083-56,Sr. Luiz Otávio Cassiano,Juiz de direito,1994-01-24,Solteiro(a),0,Pátio Sá,Minaslandia,Correia,SE,24001749,30
3539,756.834.029-56,Eloá Gonçalves,Diretor de cinema,1993-01-18,Casado(a),0,Residencial Montenegro,Conjunto Novo Dom Bosco,da Costa do Amparo,TO,43525-522,31
3540,324.195.087-50,Davi Miguel das Neves,Fisioterapeuta,1999-09-10,Casado(a),0,Alameda de Cassiano,São Bernardo,Vieira,GO,48648494,24
3541,613.258.094-89,Matheus Campos,Neurologista,1984-09-06,Casado(a),0,Loteamento Pires,Canaa,Abreu,BA,31048-223,39
3542,230.879.146-22,Pedro Miguel Pereira,Tecnólogo em negócios imobiliários,1980-07-18,Casado(a),0,Campo Natália Ribeiro,Vila Madre Gertrudes 1ª Seção,Garcia dos Dourados,BA,57229093,43
3543,643.052.798-00,Bryan Aragão,Fonoaudiólogo,2005-01-23,Casado(a),0,Sítio Ana Pires,Serra Do Curral,Martins do Galho,BA,41671938,19
3544,841.096.572-02,Murilo Rios,Profissional de relações internacionais,1960-11-12,Solteiro(a),0,Viela de Lopes,Trevo,Guerra de Andrade,PR,31807-751,63
3545,980.764.153-57,Ana Júlia Pires,Editor de mesa de corte,1984-05-06,Solteiro(a),0,Vale Daniela da Cruz,Dom Joaquim,Oliveira do Campo,CE,30288957,40
3546,280.739.645-38,Ana Clara Vargas,Radialista programador,1976-05-25,Casado(a),0,Residencial Isabelly Ramos,Vila Ecológica,Campos,MG,35059-563,48
3547,567.840.392-38,Catarina da Paz,Produtor de eventos,2002-03-25,Divorsiado(a),0,Condomínio de Sales,Trevo,Campos,RN,42631485,22
3548,398.240.657-92,Antony da Rocha,Separador,1970-10-11,Solteiro(a),0,Via Mendes,Vila Nova Cachoeirinha 3ª Seção,Sá,PR,09208-848,53
3549,836.914.075-01,Emanuella Barros,Dialoguista,1980-01-29,Casado(a),0,Colônia Novaes,João Paulo Ii,Peixoto,RJ,16791-611,44
3550,973.852.160-21,Ayla Pastor,Reumatologista,1994-11-25,Casado(a),0,Condomínio de Fernandes,Tiradentes,Novais do Norte,SP,26217-760,29
3551,213.076.459-25,Rafaela Pereira,Tecnólogo em negócios imobiliários,1976-07-12,Casado(a),0,Jardim Mariana Caldeira,São Francisco Das Chagas,Duarte de Mendonça,DF,00714170,47
3552,590.471.328-23,Davi Miguel Andrade,Pedreiro,2001-12-29,Divorsiado(a),0,Chácara Luna Casa Grande,Nazare,Machado de Minas,MG,28422931,22
3553,370.895.241-32,Leonardo Fonseca,Trilheiro ou músico de cinema,1983-08-20,Solteiro(a),0,Aeroporto Sousa,Vila Atila De Paiva,Araújo do Campo,MA,19276-622,40
3554,342.718.590-79,Dra. Maysa Moraes,Afiador de ferramentas,1974-09-15,Casado(a),0,Condomínio da Conceição,Tirol,Barros,SP,40448-642,49
3555,459.123.768-00,Caleb da Rosa,Serventuário,1989-06-13,Divorsiado(a),0,Largo de Gomes,Eymard,Fonseca,DF,87636748,34
3556,935.126.840-33,Maria Cecília da Paz,Encanador,1963-09-26,Casado(a),0,Núcleo Calebe Melo,Nova America,Ribeiro,PE,85739102,60
3557,243.597.680-10,Stella Araújo,Serralheiro,1994-05-03,Divorsiado(a),0,Passarela da Costa,Piraja,da Cunha,SP,92937-385,30
3558,603.982.571-59,Apollo Campos,Treinador,1989-06-16,Casado(a),0,Trecho Maria Júlia Melo,Cdi Jatoba,Pereira das Pedras,RN,59980-367,34
3559,051.349.672-61,Nicole Melo,Pecuarista,1991-01-11,Solteiro(a),0,Avenida Teixeira,Gutierrez,da Conceição do Norte,MG,17854133,33
3560,495.637.021-07,Luigi Garcia,Encarregado de manutenção predial,1977-01-26,Solteiro(a),0,Via Rafael Vieira,Colégio Batista,Nogueira de Caldeira,MA,03884-034,47
3561,516.324.089-70,Marcela Ferreira,Cabeleireiro,2000-09-19,Solteiro(a),0,Trevo Lucca Campos,Minas Caixa,Campos,TO,83827823,23
3562,280.167.459-11,Antonella Lopes,Profissional de linguística,1984-09-07,Solteiro(a),0,Largo Enzo Câmara,Vila Petropolis,Jesus,RO,92252929,39
3563,647.905.281-11,Liam Andrade,Peão de rodeiro,1998-02-20,Casado(a),0,Vale de Santos,Vila Fumec,Caldeira,CE,04341-431,26
3564,203.416.957-34,Paulo Silveira,Biblioteconomista,1975-04-22,Casado(a),0,Fazenda Lucca Aragão,Vila Betânia,Martins das Flores,PE,33203301,49
3565,950.472.618-67,Dr. Luiz Henrique Pereira,Cardiologista,1991-08-07,Casado(a),0,Loteamento Andrade,Vitoria Da Conquista,das Neves,SE,78061669,32
3566,657.413.829-91,Maria Luísa Lopes,Cantor,1958-12-06,Casado(a),0,Recanto de Lima,Nova Cachoeirinha,Caldeira,TO,52263612,65
3567,458.367.901-75,Léo Gonçalves,Maestro,1986-05-19,Divorsiado(a),0,Via de Ribeiro,Vila São Dimas,Brito de Goiás,MA,86504-916,38
3568,175.209.643-61,Sophie Gonçalves,Ourives,2001-02-16,Casado(a),0,Pátio Brito,Itaipu,Albuquerque,RJ,88822-074,23
3569,714.368.250-08,Pedro Miguel Caldeira,Cinematográfo,1962-03-16,Divorsiado(a),0,Praça Catarina Dias,Mala E Cuia,Silveira do Sul,PE,86230976,62
3570,082.136.974-13,Dra. Isabella Freitas,Protético dentário,1965-07-07,Divorsiado(a),0,Aeroporto da Rocha,Concórdia,Sampaio Alegre,RO,71805881,58
3571,241.568.397-37,Fernando Pimenta,Perito criminal,2004-04-04,Casado(a),0,Lagoa Erick Garcia,Capitão Eduardo,Pires,RN,58781673,20
3572,374.250.816-44,Maria Liz Marques,Engenheiro de manufatura,2001-04-24,Casado(a),0,Rua de Almeida,Vila São Rafael,Farias de Mendes,PB,32328848,23
3573,650.347.829-10,Cecília Santos,Servente-de-obras,1993-11-05,Casado(a),0,Campo de Cardoso,Piratininga,da Rosa do Galho,TO,72788762,30
3574,374.021.856-80,Sr. Gustavo Henrique da Mata,Taxidermista/Embalsamador,1974-09-08,Solteiro(a),0,Largo Pacheco,Piratininga,da Cunha,DF,91169-145,49
3575,496.128.735-00,Julia Correia,Secretária,1988-04-20,Casado(a),0,Lagoa de Ferreira,Confisco,Correia,MS,88964-803,36
3576,961.034.752-52,Maria Alice Costela,Arquivista,1978-05-23,Divorsiado(a),0,Favela de Caldeira,Jaqueline,Barbosa,PE,40663-757,46
3577,902.713.684-03,Ágatha Almeida,Corretor de seguros,1982-04-03,Casado(a),0,Avenida de Nunes,Dom Cabral,Viana Verde,PR,93164076,42
3578,907.416.523-07,Cauã Rodrigues,Neonatologista,2001-08-25,Divorsiado(a),0,Pátio Maria Luiza Siqueira,Buritis,Garcia,CE,17395-266,22
3579,387.195.402-05,Maitê Macedo,Estoquista,1988-07-28,Casado(a),0,Jardim de Casa Grande,Vila Califórnia,Campos,AC,59285819,35
3580,489.763.501-20,Rafaela Nascimento,Contabilista,1990-07-16,Solteiro(a),0,Vila de Cassiano,Aeroporto,Rodrigues,RO,79596-781,33
3581,408.512.963-51,Pedro Lucas Pires,Skatista,1979-09-03,Casado(a),0,Quadra Ribeiro,Providencia,Peixoto,PE,13100451,44
3582,904.678.532-74,Murilo Montenegro,Penhorista,1969-01-11,Solteiro(a),0,Avenida de Martins,Chácara Leonina,Garcia Paulista,PA,69285656,55
3583,187.405.296-49,João Miguel Moura,Salva-vidas,1980-07-16,Casado(a),0,Viela Davi Lucas Cardoso,Vila Ecológica,Mendonça,AL,58595-042,43
3584,476.032.951-06,Eduardo Marques,Taifeiro,1994-07-13,Solteiro(a),0,Pátio de Pires,Vitoria,Abreu,PB,42852-400,29
3585,310.728.495-50,Srta. Rebeca Moraes,Panfleteiro,1962-10-10,Solteiro(a),1,Vale Ayla Pires,Vila Trinta E Um De Março,Martins,PR,03174947,61
3586,930.862.457-00,Sra. Aylla Mendes,Encanador,2002-01-02,Casado(a),0,Vale Pastor,Coração De Jesus,Teixeira do Campo,PR,90290614,22
3587,367.580.421-62,Kevin Peixoto,Agrônomo,1990-03-24,Casado(a),0,Morro Hadassa Aparecida,São Tomaz,Siqueira Paulista,TO,57943841,34
3588,018.495.326-05,Dr. Valentim Alves,Cortador de cana-de-açucar,1998-06-27,Casado(a),0,Parque de da Mota,Vila Nova Gameleira 2ª Seção,Vasconcelos de Barros,MA,96467-222,25
3589,893.751.620-95,Maria Liz Ramos,Lutador de kung fu,2001-05-19,Casado(a),0,Aeroporto de Marques,Pirineus,Brito das Flores,MS,55300-442,23
3590,283.107.495-97,Sara Barros,Recreador,2003-05-31,Divorsiado(a),0,Loteamento de Pastor,Itatiaia,Pinto das Flores,RR,18640692,21
3591,092.786.134-87,Caroline Monteiro,Escrivão,1990-09-01,Casado(a),0,Chácara de Montenegro,Graça,Novaes de Mendonça,AP,53946297,33
3592,731.805.492-97,Allana Porto,Taifeiro,1975-01-29,Divorsiado(a),0,Colônia Juliana da Mata,Conjunto Jardim Filadélfia,Lopes de Cavalcanti,MA,40285124,49
3593,198.723.460-03,Henry Gabriel Melo,Gestor de tecnologia da informação,1999-12-09,Divorsiado(a),0,Condomínio Gomes,Santa Inês,Sousa,PB,90811640,24
3594,370.156.924-06,Maria Cecília Mendes,Analista de sistemas,1991-01-17,Casado(a),0,Praça Otávio Brito,Baleia,Souza,PR,00903-291,33
3595,432.706.851-90,Olívia da Conceição,Espeleologista,2004-03-02,Divorsiado(a),0,Núcleo Dias,Morro Dos Macacos,Farias da Serra,RR,47775959,20
3596,417.690.285-01,Luna Cassiano,Implantodontista,1981-02-02,Divorsiado(a),0,Jardim de Santos,Flavio Marques Lisboa,Jesus,PE,37679307,43
3597,812.764.950-30,Maria Cecília Vargas,Soldador,1983-06-03,Casado(a),1,Fazenda de Silva,Jardim Dos Comerciarios,da Rocha,AC,73443733,40
3598,628.095.147-20,Sr. Nicolas Rios,Guarda roupeiro,1979-07-02,Solteiro(a),0,Viaduto da Rocha,Vila Madre Gertrudes 2ª Seção,Barbosa,PA,14837295,44
3599,789.623.014-31,Ester Ribeiro,Cadeirinha,1970-01-14,Solteiro(a),0,Jardim Campos,Marmiteiros,Barbosa do Oeste,MS,59580-179,54
3600,208.963.751-02,Luiz Fernando Santos,Cameraman,2004-02-12,Solteiro(a),0,Rodovia de Viana,Barão Homem De Melo 3ª Seção,Sales,DF,59199532,20
3601,651.708.349-93,Emanuella Aparecida,Engenheiro agrônomo,1975-03-31,Casado(a),0,Vereda João Guilherme Novais,Vila Ouro Minas,Macedo,PE,06753923,49
3602,654.813.720-53,Mariah Fernandes,Marechal,1977-06-21,Casado(a),0,Lago de Jesus,Boa União 1ª Seção,da Costa,AM,11523-374,46
3603,236.850.714-08,Sra. Nicole Barros,Matemático,1964-08-22,Divorsiado(a),0,Rua de Mendonça,São Marcos,Correia Grande,PR,89602-177,59
3604,617.830.954-66,Evelyn Moura,Karateca,2005-10-01,Divorsiado(a),0,Recanto Cavalcanti,Pousada Santo Antonio,Sampaio,PE,91258-719,18
3605,486.309.251-24,Manuella Brito,Faturista,1974-06-12,Casado(a),0,Recanto Luan Siqueira,Barão Homem De Melo 1ª Seção,Campos de da Cunha,RJ,36501597,49
3606,518.629.074-20,Liz Borges,Dançarino,1981-12-23,Solteiro(a),0,Colônia Kevin Moraes,Nova Gameleira,Silveira das Pedras,RN,95844-880,42
3607,806.957.231-03,Melina Alves,Atuário,1975-04-17,Divorsiado(a),0,Vila Beatriz Alves,Dona Clara,Sousa,BA,43117-434,49
3608,301.562.897-68,Sr. Gael Henrique Campos,Profissional de cinema,1993-07-23,Casado(a),0,Campo Gabrielly Lopes,Santo Antônio,Andrade da Prata,MS,12648-390,30
3609,532.069.841-06,Maria Isis Guerra,Continuista,1986-06-05,Divorsiado(a),0,Trecho de Cardoso,Vila Satélite,Macedo de Sá,PR,67142-517,37
3610,471.960.853-10,Asafe Moraes,Pedreiro,1991-08-15,Casado(a),1,Estrada Augusto Garcia,Maria Goretti,Dias,RJ,77601-645,32
3611,082.943.715-05,Emanuella Sampaio,Escoteiro,1960-05-15,Divorsiado(a),0,Travessa de Nunes,Vila Minaslandia,Mendonça do Sul,ES,58850-533,64
3612,215.704.893-60,Lunna Ribeiro,Laboratorista,1971-04-13,Solteiro(a),0,Distrito de Nogueira,Europa,Novaes,AM,44847-639,53
3613,276.804.351-62,Maria Fernanda Nascimento,Sexólogo,1959-08-09,Casado(a),0,Estação Marcelo Monteiro,Vila Petropolis,Pereira,AP,50419-664,64
3614,547.120.689-49,Lunna Barbosa,Biomédico,1966-05-20,Casado(a),0,Núcleo Breno Duarte,Santo Agostinho,Pimenta,AL,72620-989,58
3615,105.423.879-05,Nicole da Cunha,Encanador,1995-11-04,Solteiro(a),0,Avenida Ana Beatriz Dias,Barão Homem De Melo 3ª Seção,Farias,MS,90170-540,28
3616,603.472.891-69,Théo Fonseca,Luthier,1967-04-08,Casado(a),0,Feira Fernandes,Nova Cachoeirinha,Macedo das Pedras,PI,88366-375,57
3617,468.710.329-40,Maria Alice Fonseca,Coordenador,2000-08-06,Solteiro(a),0,Núcleo Luara Souza,Horto Florestal,Cardoso da Praia,RR,45420-394,23
3618,501.327.849-04,Sra. Kamilly Castro,Panfleteiro,1960-07-16,Casado(a),0,Lago de Sousa,Suzana,Borges de Brito,PE,06930-120,63
3619,507.324.918-60,Lavínia da Rocha,Engenheiro de alimentos,1969-04-27,Casado(a),0,Rua Ana Correia,Vista Alegre,Moreira do Galho,RO,60167-050,55
3620,196.720.583-30,Giovanna Rocha,Metalúrgico,1982-01-10,Divorsiado(a),0,Esplanada de Teixeira,Conjunto Novo Dom Bosco,Borges de Goiás,SC,90102574,42
3621,876.520.341-08,Srta. Bruna Cavalcanti,Técnico de som,1999-08-05,Divorsiado(a),0,Núcleo de Gonçalves,São Francisco,Fonseca,SC,79218580,24
3622,153.024.789-60,Luísa Freitas,Cartógrafo,1988-06-18,Casado(a),0,Lago de Oliveira,Independência,Monteiro,PB,02476-257,35
3623,519.208.763-59,Bruna Fogaça,Antropólogo,2004-01-17,Casado(a),0,Trevo de Cavalcanti,Vila São Geraldo,Nascimento da Praia,MS,97011-381,20
3624,135.847.926-73,Dr. André Vasconcelos,Rebarbador de metal,2001-09-29,Divorsiado(a),0,Loteamento Eloah Campos,Minaslandia,da Conceição,RR,37180981,22
3625,163.204.579-61,Maria Vitória Teixeira,Faxineiro,1989-03-05,Solteiro(a),0,Praça Maria Garcia,Heliopolis,Mendonça da Praia,PB,49793-326,35
3626,806.249.517-58,Dr. Carlos Eduardo Camargo,Tenente,1977-08-05,Solteiro(a),1,Lagoa de Macedo,Barro Preto,Leão Alegre,RN,42616302,46
3627,941.675.230-43,Sr. Vinicius Silva,Oculista,1998-05-31,Solteiro(a),0,Praça Zoe Porto,Santana Do Cafezal,Câmara,RR,29441-666,26
3628,234.856.790-38,Luara da Mata,Técnico de som,1984-09-06,Divorsiado(a),0,Área Ana Carolina Correia,Bom Jesus,Freitas,SC,40479459,39
3629,658.493.701-10,Sr. Yuri Alves,Encarregado de manutenção predial,1982-08-06,Solteiro(a),0,Chácara Isabela Monteiro,Vila Nova Cachoeirinha 1ª Seção,Pires das Pedras,PA,72797-476,41
3630,291.485.670-94,Léo Duarte,Contador,1966-06-18,Casado(a),0,Núcleo Marques,Santa Branca,Costela,TO,07698416,57
3631,253.946.178-64,Larissa Martins,Designer de jóia,1963-04-22,Casado(a),0,Distrito de Cardoso,Vila Novo São Lucas,Castro de Cavalcante,AC,00396798,61
3632,713.625.940-16,Lucas Almeida,Técnico em tratamento de água,1992-01-29,Divorsiado(a),0,Estrada Ana Luiza Pimenta,Estoril,Aragão,BA,20988-984,32
3633,873.192.560-02,Joana Santos,Profissional de relações públicas,1974-12-18,Divorsiado(a),0,Via Barros,Vila Coqueiral,Abreu,MG,52731976,49
3634,453.786.219-09,Luara Carvalho,Paisagista,1978-11-26,Solteiro(a),0,Jardim de Garcia,Vila Do Pombal,Camargo,PE,98075316,45
3635,427.683.051-62,Melissa Ramos,Desenhista,2003-10-20,Solteiro(a),0,Residencial Ramos,Concórdia,Guerra,MT,27640063,20
3636,579.320.681-77,Juliana da Mata,Lutador de kung fu,1975-03-26,Divorsiado(a),0,Residencial Fogaça,Alípio De Melo,Souza,PB,54234029,49
3637,267.815.903-59,Benício Fernandes,Secretária,1983-05-16,Casado(a),0,Área de Teixeira,Vila Copacabana,da Costa,PI,39820366,41
3638,604.257.139-70,Fernando Leão,Optometrista,2005-04-20,Solteiro(a),0,Setor Vicente Pereira,Savassi,Lopes do Sul,RJ,74397597,19
3639,632.179.845-28,Sr. João Lucas da Rosa,Médico legista,1960-02-24,Divorsiado(a),1,Praia Matteo Barbosa,Ipe,Casa Grande de Sampaio,AP,71414-434,64
3640,059.814.326-24,Maria Isis Campos,Estilista,1999-07-09,Solteiro(a),0,Estação João Azevedo,Vila São Gabriel,Melo,RJ,04158-102,24
3641,953.260.174-07,Leonardo da Paz,Piloto de avião,1982-05-17,Divorsiado(a),0,Rodovia de Vargas,Parque São José,Moraes da Praia,AM,32595976,42
3642,398.076.521-03,Aylla Duarte,Corretor de seguros,1972-08-28,Divorsiado(a),0,Sítio de Garcia,Vila Nova Gameleira 1ª Seção,Castro,RR,13535915,51
3643,714.320.895-79,Ana Julia Nunes,Acompanhante,1970-03-24,Casado(a),0,Vale Marques,Conjunto Jatoba,da Paz de Machado,PA,12689673,54
3644,534.192.670-61,Mathias Sales,Artista plástico,1973-06-25,Solteiro(a),0,Área Yuri Fogaça,Vila Madre Gertrudes 3ª Seção,Costela das Pedras,MT,04875-121,50
3645,862.153.079-12,Stephany Cavalcante,Sushiman,2001-04-02,Solteiro(a),0,Lago da Cunha,Vila Olhos D'água,Monteiro,MG,80796-373,23
3646,846.973.012-69,Ana Lívia Moreira,Patinador,2001-01-11,Divorsiado(a),0,Fazenda de Ramos,Solar Do Barreiro,Ramos de Minas,PE,65020-694,23
3647,896.305.724-00,Ayla Nunes,Tecnólogo em automação industrial,1974-08-21,Solteiro(a),0,Avenida Manuella Silva,Vila Formosa,Monteiro,SP,50243-658,49
3648,598.147.203-05,Daniel Borges,Astrólogo,1976-10-28,Divorsiado(a),0,Passarela Kaique da Paz,Serra Do Curral,Fogaça Paulista,AL,64540991,47
3649,205.463.791-25,Dra. Valentina Pastor,Jornalista,1992-09-23,Casado(a),1,Esplanada Henrique Pires,Vila Havaí,Martins da Prata,RS,07459-769,31
3650,083.471.296-22,João Vitor Pinto,Dançarino,1965-08-13,Divorsiado(a),0,Lago Ramos,Antonio Ribeiro De Abreu 1ª Seção,Dias de Minas,BA,66166-338,58
3651,573.216.048-53,Dra. Gabriela Novais,Técnico em segurança do trabalho,2001-08-24,Divorsiado(a),0,Chácara de Costela,Aparecida,Novaes Alegre,RN,44176168,22
3652,674.203.918-31,Aylla Caldeira,Sapateiro,1981-02-01,Divorsiado(a),0,Favela de da Cunha,Laranjeiras,da Costa,AL,02907-288,43
3653,471.369.852-00,Dr. José Pedro Garcia,Mecânico de vôo,1965-04-24,Solteiro(a),0,Avenida Silva,Pedreira Padro Lopes,Barbosa,AM,87976451,59
3654,391.784.650-01,Theodoro Borges,Jogador de golfe,1968-03-11,Solteiro(a),1,Fazenda Cavalcanti,Garças,Guerra Verde,CE,31536095,56
3655,596.724.018-76,Joana Vasconcelos,Alergologista,1995-07-08,Divorsiado(a),0,Rodovia Rezende,Silveira,Camargo,PA,56729185,28
3656,710.568.392-95,Pedro Miguel Teixeira,Comandante,2002-09-15,Solteiro(a),0,Loteamento Costela,Coração De Jesus,Dias,RR,08901-339,21
3657,314.076.285-26,Ágatha da Luz,Tenista,2001-03-05,Solteiro(a),0,Viela Benício da Rosa,Vila Boa Vista,Castro,AM,09743143,23
3658,513.892.476-19,Maria Julia Martins,Esgrimista,1961-06-30,Divorsiado(a),0,Viela Eduarda Barros,Canaa,Jesus,RR,33530046,62
3659,075.913.826-59,Valentim Monteiro,Ventríloquo,2003-07-29,Solteiro(a),0,Recanto de Ribeiro,Vila Nova Dos Milionarios,Jesus,MG,33459064,20
3660,871.364.529-37,Mariane Alves,Geriatra,1976-02-25,Casado(a),0,Vila Camargo,Vila Suzana Primeira Seção,Sampaio do Sul,RN,21492-640,48
3661,245.309.786-56,Dr. Valentim da Conceição,Técnico em tratamento de água,1973-09-02,Solteiro(a),0,Trecho Marcos Vinicius Dias,Granja Werneck,da Rosa de Minas,RS,01040876,50
3662,293.087.465-10,Maria Cecília Costa,Consultor,1975-07-08,Solteiro(a),0,Vale Ágatha Pastor,Leticia,Oliveira,GO,54738887,48
3663,326.041.798-22,Lorena Correia,Empregado doméstico,1995-12-25,Solteiro(a),0,Área Silva,Morro Dos Macacos,Aragão das Pedras,CE,66474-319,28
3664,913.468.027-69,Asafe Fonseca,Kite-surfer,1973-08-01,Casado(a),1,Ladeira de Aparecida,Funcionários,Mendonça da Serra,AM,17722-383,50
3665,256.418.793-55,Arthur Azevedo,Delegado,1972-03-03,Solteiro(a),0,Via Cauã Leão,Conjunto Lagoa,Rocha dos Dourados,MT,86205-386,52
3666,072.416.598-30,Raquel Lima,Profissional de marketing,2001-11-04,Casado(a),0,Vila Novaes,Glória,Correia do Sul,ES,26346-444,22
3667,975.410.286-49,Dr. Noah da Cunha,Escultor,1960-10-08,Divorsiado(a),0,Estrada Caroline Borges,Conjunto Floramar,Fonseca,AL,58011-084,63
3668,420.653.718-62,Eloá Silveira,Astrólogo,1998-05-09,Divorsiado(a),0,Via de da Luz,Belvedere,Carvalho de Minas,RR,57974444,26
3669,375.418.269-28,Bianca Pinto,Médico,1962-06-06,Solteiro(a),0,Feira Gomes,Pantanal,da Paz das Pedras,TO,46586119,61
3670,768.951.204-67,Laís Vasconcelos,Lavador,1991-10-03,Divorsiado(a),0,Área Gomes,Primeiro De Maio,Aragão Verde,RO,80207039,32
3671,024.586.913-15,Esther Câmara,Projetista mecânico,1985-01-08,Divorsiado(a),0,Área de Melo,Nova Granada,Camargo de Pires,PB,33220-478,39
3672,857.601.394-01,Paulo Leão,Hematologista,1994-09-16,Divorsiado(a),0,Rua de Cavalcante,Cinquentenário,Montenegro,BA,10704-810,29
3673,165.329.074-99,Luiz Gustavo Novais,Cenógrafo,1999-07-02,Solteiro(a),1,Morro de Sousa,Vila Engenho Nogueira,Viana,AL,41774526,24
3674,409.538.276-74,Sabrina Viana,Ajudante de produção,1964-07-12,Solteiro(a),0,Estação da Mota,Engenho Nogueira,Fogaça dos Dourados,TO,76200-481,59
3675,631.720.895-68,Nicole Ramos,Engenheiro ambiental,1997-03-17,Divorsiado(a),0,Praia Marques,Vila Ouro Minas,Andrade,RO,02311803,27
3676,382.164.509-15,Nathan Nunes,Personal trainer,1988-09-20,Divorsiado(a),0,Praia Francisco Mendes,Flavio Marques Lisboa,Casa Grande de Marques,ES,77078918,35
3677,681.290.354-05,Dra. Maria Laura Gomes,Assessor de imprensa,1979-05-02,Solteiro(a),0,Travessa de Gomes,Horto,Oliveira dos Dourados,RJ,32210339,45
3678,897.541.230-04,Alexandre Silveira,Maquinista,2004-12-28,Solteiro(a),0,Avenida Ana Clara Mendes,Dom Silverio,Peixoto,RN,36116259,19
3679,340.527.681-08,Dr. Rafael Leão,Atleta de nado sincronizado,1992-03-15,Solteiro(a),0,Largo Vasconcelos,Buraco Quente,Lopes,CE,72690-142,32
3680,694.285.017-94,Ana Júlia Novaes,Bartender,1982-11-10,Divorsiado(a),0,Praça Monteiro,São José,Cardoso de Minas,MT,51498-105,41
3681,204.951.863-33,Maria Vitória Jesus,Técnico em arquivo,1977-06-21,Casado(a),0,Ladeira de Souza,Santa Maria,Dias de Minas,AL,45982-236,46
3682,069.873.125-59,Juliana da Conceição,Skatista,2005-07-23,Casado(a),0,Conjunto Antonella Andrade,Cidade Jardim Taquaril,Borges de Sampaio,SE,10950044,18
3683,054.386.172-44,Isabella Caldeira,Policial federal,1963-02-10,Solteiro(a),1,Praia de Cassiano,Vila Da Paz,Costela,MT,60824-521,61
3684,285.610.479-76,Diogo Castro,Obstetra,1965-06-14,Casado(a),0,Recanto de Camargo,Beija Flor,Albuquerque das Pedras,AL,44522697,58
3685,205.438.167-53,Ryan Carvalho,Passador,1973-07-20,Solteiro(a),0,Avenida Raquel da Costa,São Francisco,Teixeira,RR,05484-288,50
3686,958.346.721-91,Bianca Cirino,Datilógrafo,1990-07-14,Divorsiado(a),0,Sítio de Novaes,Vista Alegre,das Neves,MG,04437-308,33
3687,560.921.347-99,Leonardo Costa,Contabilista,1984-05-24,Solteiro(a),0,Condomínio de Pires,Vitoria Da Conquista,da Rocha de Souza,MT,01432992,40
3688,284.593.760-10,Bernardo Pacheco,Segurança particular,1962-06-17,Divorsiado(a),0,Sítio Leonardo Siqueira,Vila Nova Cachoeirinha 2ª Seção,Albuquerque,AM,81431889,61
3689,420.915.638-89,Marcela Moura,Professor,1980-08-07,Divorsiado(a),0,Trecho Pimenta,Santa Maria,Porto de Jesus,MS,18836-421,43
3690,683.154.297-28,Alexandre Martins,Cinematográfo,1972-10-13,Solteiro(a),0,Favela Vargas,Vila Maria,Cassiano das Pedras,TO,52631976,51
